
---------- Begin Simulation Statistics ----------
simSeconds                                   0.221574                       # Number of seconds simulated (Second)
simTicks                                 221574407152                       # Number of ticks simulated (Tick)
finalTick                                221574407152                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1408.14                       # Real time elapsed on the host (Second)
hostTickRate                                157352056                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8703712                       # Number of bytes of host memory used (Byte)
simInsts                                    388181042                       # Number of instructions simulated (Count)
simOps                                      421914038                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   275668                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     299624                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        465492453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.196915                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.835481                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       512583233                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   541447                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      491057052                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 437871                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             91210641                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          57646550                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 393                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           465218784                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.055540                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.228176                       # Number of insts issued each cycle (Count)
system.l3cache.tags.ageTaskId_1022::1             599                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::2             471                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::3            5061                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::4           23549                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::0             152                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::1             517                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::2             250                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::3             453                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::4            1715                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ratioOccsTaskId::1022     0.905792                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.ratioOccsTaskId::1024     0.094208                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.tagAccesses              12217469                       # Number of tag accesses (Count)
system.l3cache.tags.dataAccesses             12217469                       # Number of data accesses (Count)
system.l3cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 221574407152                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.avgPriority_writebacks::samples    182875.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples      2480.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples     24493.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.dcache.prefetcher::samples     43952.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l2cache.prefetcher::samples    162374.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.005941286574                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         10455                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         10455                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState               565275                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState              173622                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                       233319                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                      182875                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                     233319                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                    182875                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                      20                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                      0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        2.52                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       21.09                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                       1460                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                          1                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 233319                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                182875                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    74540                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    31753                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    24139                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    19035                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    16063                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    11417                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     9105                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     8030                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                     7036                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     5798                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    4296                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    3687                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    2727                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    2192                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    1778                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    1400                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    1231                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1057                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                     936                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                     853                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                     753                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                     687                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     597                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     466                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     392                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     367                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     331                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                     295                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                     255                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                     227                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                     207                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                    1649                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    2049                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    2184                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3947                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    6436                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    7333                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    8017                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    8600                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    9116                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                   10593                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                   10009                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                   10628                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                   11234                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                   10976                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   11508                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   14126                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   11760                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   14231                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   15063                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1733                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1335                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1207                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    1378                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                     938                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     968                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     935                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     643                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     639                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     634                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     474                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     341                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     407                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     315                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     374                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     346                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     271                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     283                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     202                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                     204                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                     177                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                     392                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                     267                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                     252                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                      83                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                      78                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                      85                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                      50                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                      33                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                       5                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10455                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       22.313725                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      17.973174                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     283.249068                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10454     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10455                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10455                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.489431                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      17.196686                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       3.953244                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              7574     72.44%     72.44% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               193      1.85%     74.29% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              1148     10.98%     85.27% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               385      3.68%     88.95% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               220      2.10%     91.06% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21               127      1.21%     92.27% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22               114      1.09%     93.36% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                80      0.77%     94.13% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                77      0.74%     94.86% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25                81      0.77%     95.64% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                49      0.47%     96.11% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                42      0.40%     96.51% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                47      0.45%     96.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                40      0.38%     97.34% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                38      0.36%     97.70% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                19      0.18%     97.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                17      0.16%     98.05% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                20      0.19%     98.24% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::34                17      0.16%     98.40% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::35                11      0.11%     98.51% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::36                21      0.20%     98.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::37                17      0.16%     98.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::38                23      0.22%     99.09% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::39                17      0.16%     99.25% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::40                 9      0.09%     99.34% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::41                17      0.16%     99.50% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::42                 7      0.07%     99.57% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::43                13      0.12%     99.69% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::44                 8      0.08%     99.77% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::45                 3      0.03%     99.80% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::46                 4      0.04%     99.84% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::47                 4      0.04%     99.88% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::48                 2      0.02%     99.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::49                 4      0.04%     99.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::50                 4      0.04%     99.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::52                 2      0.02%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::53                 1      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          10455                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                     1280                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 14932416                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              11704000                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               67392331.95716672                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               52821984.95050495                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   221574368596                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      532382.42                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       158720                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data      1567552                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      2812928                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l2cache.prefetcher     10391936                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks     11702528                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 716328.216963785468                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 7074607.668586289510                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.dcache.prefetcher 12695184.593545282260                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l2cache.prefetcher 46900434.637611977756                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 52815341.583976656199                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         2480                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data        24512                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.dcache.prefetcher        43953                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l2cache.prefetcher       162374                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       182875                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst     71359746                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data   1356222618                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.dcache.prefetcher   3076470882                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l2cache.prefetcher  10911700790                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 4335988220042                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     28774.09                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     55328.93                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.dcache.prefetcher     69994.56                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l2cache.prefetcher     67201.03                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  23710120.14                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       158720                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data      1568768                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.dcache.prefetcher      2812992                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l2cache.prefetcher     10391936                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        14932416                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       158720                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       158720                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     11704000                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     11704000                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2480                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data         24512                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.dcache.prefetcher        43953                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l2cache.prefetcher       162374                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           233319                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       182875                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          182875                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst          716328                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data         7080096                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.dcache.prefetcher     12695473                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l2cache.prefetcher     46900435                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total           67392332                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst       716328                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total         716328                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     52821985                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          52821985                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     52821985                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst         716328                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data        7080096                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.dcache.prefetcher     12695473                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l2cache.prefetcher     46900435                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         120214317                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                233299                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               182852                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         14770                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         14822                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         14749                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         15380                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         15046                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         14171                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         14982                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         14442                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         14164                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         13961                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        13866                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        14780                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        14872                       # Per bank write bursts (Count)
