
---------- Begin Simulation Statistics ----------
simSeconds                                   0.170699                       # Number of seconds simulated (Second)
simTicks                                 170698655596                       # Number of ticks simulated (Tick)
finalTick                                170698655596                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1139.31                       # Real time elapsed on the host (Second)
hostTickRate                                149825777                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8602368                       # Number of bytes of host memory used (Byte)
simInsts                                    321262860                       # Number of instructions simulated (Count)
simOps                                      330133630                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   281979                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     289765                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        358610622                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.114994                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.896866                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       427839366                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2138                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      407240112                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 479867                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             97707873                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          52444580                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 436                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           358366033                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.136380                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.268470                       # Number of insts issued each cycle (Count)
system.l3cache.ReadSharedReq.missRate::cpu.l2cache.prefetcher     0.773967                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::total     0.686466                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMissLatency::cpu.inst 86429.774253                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.data 111251.216492                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher 135630.982939                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.l2cache.prefetcher 130345.504527                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::total 127687.345636                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.mshrMisses::cpu.inst         2175                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.data        44348                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher        26434                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.l2cache.prefetcher       228979                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::total       301936                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.inst    156940039                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.data   4300479509                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher   3207431358                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.l2cache.prefetcher  26575492986                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::total  34240343892                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.inst     0.998623                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.data     0.497136                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher     0.502500                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.l2cache.prefetcher     0.773967                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::total     0.686466                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 72156.339770                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.data 96971.216492                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher 121337.344254                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.l2cache.prefetcher 116060.830845                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::total 113402.654510                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.UpgradeReq.hits::cpu.data            1                       # number of UpgradeReq hits (Count)
system.l3cache.UpgradeReq.hits::total               1                       # number of UpgradeReq hits (Count)
system.l3cache.UpgradeReq.misses::cpu.data            1                       # number of UpgradeReq misses (Count)
system.l3cache.UpgradeReq.misses::total             1                       # number of UpgradeReq misses (Count)
system.l3cache.UpgradeReq.accesses::cpu.data            2                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3cache.UpgradeReq.accesses::total            2                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3cache.UpgradeReq.missRate::cpu.data     0.500000                       # miss rate for UpgradeReq accesses (Ratio)
system.l3cache.UpgradeReq.missRate::total     0.500000                       # miss rate for UpgradeReq accesses (Ratio)
system.l3cache.UpgradeReq.mshrMisses::cpu.data            1                       # number of UpgradeReq MSHR misses (Count)
system.l3cache.UpgradeReq.mshrMisses::total            1                       # number of UpgradeReq MSHR misses (Count)
system.l3cache.UpgradeReq.mshrMissLatency::cpu.data        18088                       # number of UpgradeReq MSHR miss ticks (Tick)
system.l3cache.UpgradeReq.mshrMissLatency::total        18088                       # number of UpgradeReq MSHR miss ticks (Tick)
system.l3cache.UpgradeReq.mshrMissRate::cpu.data     0.500000                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.l3cache.UpgradeReq.mshrMissRate::total     0.500000                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.l3cache.UpgradeReq.avgMshrMissLatency::cpu.data        18088                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.l3cache.UpgradeReq.avgMshrMissLatency::total        18088                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.l3cache.WritebackDirty.hits::writebacks       381994                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.hits::total       381994                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.accesses::writebacks       381994                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.WritebackDirty.accesses::total       381994                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.power_state.pwrStateResidencyTicks::UNDEFINED 170698655596                       # Cumulative time (in ticks) in various power states (Tick)
system.l3cache.tags.tagsInUse            32733.861417                       # Average ticks per tags in use ((Tick/Count))
system.l3cache.tags.totalRefs                  929306                       # Total number of references to valid blocks. (Count)
system.l3cache.tags.sampledRefs                350969                       # Sample count of references to valid blocks. (Count)
system.l3cache.tags.avgRefs                  2.647829                       # Average number of references to valid blocks. ((Count/Count))
system.l3cache.tags.warmupTick                  77588                       # The tick when the warmup percentage was hit. (Tick)
system.l3cache.tags.occupancies::writebacks   244.632175                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.inst   158.653535                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.data 11146.594202                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.dcache.prefetcher  2456.174910                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.l2cache.prefetcher 18727.806595                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.avgOccs::writebacks      0.007466                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.inst        0.004842                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.data        0.340167                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.dcache.prefetcher     0.074957                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.l2cache.prefetcher     0.571527                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::total           0.998958                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.occupanciesTaskId::1022        26900                       # Occupied blocks per task id (Count)
system.l3cache.tags.occupanciesTaskId::1024         5868                       # Occupied blocks per task id (Count)
system.l3cache.tags.ageTaskId_1022::0               8                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::1              11                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::2           18297                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::3            3271                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::4            5313                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::0             149                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::1             258                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::2            3598                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::3             353                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::4            1510                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ratioOccsTaskId::1022     0.820923                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.ratioOccsTaskId::1024     0.179077                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.tagAccesses              15927609                       # Number of tag accesses (Count)
system.l3cache.tags.dataAccesses             15927609                       # Number of data accesses (Count)
system.l3cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 170698655596                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.avgPriority_writebacks::samples    251524.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples      2174.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples     49734.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.dcache.prefetcher::samples     26417.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l2cache.prefetcher::samples    228948.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.004206488980                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         14301                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         14301                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState               672401                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState              239048                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                       307340                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                      251524                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                     307340                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                    251524                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                      67                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                      0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        2.20                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       25.05                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                         70                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                        240                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 307340                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                251524                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    60184                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    53629                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    43761                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    34312                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    20881                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    16979                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                    13844                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                    12440                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                    10643                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     8315                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    5600                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    4390                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    3623                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    3023                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    2526                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    2052                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    1886                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1713                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    1605                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                    1559                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                    1410                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                    1180                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     390                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     349                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     203                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     194                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     188                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                     188                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                      62                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                      29                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                      24                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                      91                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1350                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1531                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3607                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    5565                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    7550                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    8819                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                   10158                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                   11733                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                   13118                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                   14326                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                   15881                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                   16399                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                   16612                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   18797                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   22138                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   18280                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   22108                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   22454                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    3212                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    2368                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1925                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    1656                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                    1336                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                    1364                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     931                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     692                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     603                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     598                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     614                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     562                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     464                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     444                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     411                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     437                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     440                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     331                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     269                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                     232                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                     237                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                     226                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                     220                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                     246                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                     166                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     198                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     179                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     178                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                     119                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                     122                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                     303                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        14301                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       21.384309                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     107.375589                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-511          14296     99.97%     99.97% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::512-1023            2      0.01%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::1536-2047            1      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::3072-3583            1      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::11776-12287            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          14301                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        14301                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.585833                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.981143                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       9.816861                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16-23          13641     95.38%     95.38% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24-31            499      3.49%     98.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32-39             61      0.43%     99.30% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::40-47             15      0.10%     99.41% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::48-55              9      0.06%     99.47% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::56-63              1      0.01%     99.48% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::64-71              7      0.05%     99.52% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::72-79              4      0.03%     99.55% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::80-87              4      0.03%     99.58% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::88-95              5      0.03%     99.62% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::96-103             5      0.03%     99.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::104-111            4      0.03%     99.68% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::112-119            5      0.03%     99.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::120-127            5      0.03%     99.75% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::128-135            6      0.04%     99.79% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::136-143            4      0.03%     99.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::144-151            3      0.02%     99.84% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::152-159            4      0.03%     99.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::160-167            3      0.02%     99.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::168-175            1      0.01%     99.90% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::176-183            1      0.01%     99.90% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::184-191            2      0.01%     99.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::192-199            2      0.01%     99.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::200-207            4      0.03%     99.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::208-215            3      0.02%     99.98% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::216-223            1      0.01%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::240-247            1      0.01%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::432-439            1      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          14301                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                     4288                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 19669760                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              16097536                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               115230901.68063939                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               94303824.15019567                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   170698545164                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      305438.43                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       139136                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data      3182976                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      1690688                       # Per-requestor bytes read from memory (Byte)
